lng,lat
-7.170286,62.136104
-7.17681,62.144246
-7.189087,62.144366
-7.194924,62.143364
-7.196212,62.138551
-7.194753,62.135542
-7.186941,62.133536
-7.178699,62.132774
-7.170286,62.136104
