lng,lat
-7.43172,62.065027
-7.412318,62.065187
-7.407339,62.066796
-7.407682,62.068324
-7.405622,62.068082
-7.402874,62.06953
-7.405793,62.070495
-7.409398,62.070334
-7.408712,62.071701
-7.414206,62.072505
-7.414549,62.073469
-7.411458,62.074595
-7.41163,62.075479
-7.418841,62.07765
-7.420558,62.076685
-7.42279,62.076122
-7.425709,62.07564
-7.432921,62.076203
-7.435839,62.075077
-7.443222,62.071701
-7.440304,62.066635
-7.43172,62.065027
