lng,lat
-7.418165,62.077439
-7.411726,62.075389
-7.411898,62.074545
-7.41413,62.073741
-7.413787,62.072736
-7.408378,62.071852
-7.410095,62.070807
-7.416191,62.066987
-7.426922,62.06743
-7.431472,62.071932
-7.431472,62.076113
-7.426235,62.075671
-7.424518,62.076274
-7.422715,62.076113
-7.418165,62.077439
