lng,lat
-7.458667,62.092138
-7.460899,62.08804
-7.460727,62.083861
-7.459353,62.081691
-7.455233,62.080164
-7.450425,62.079039
-7.448021,62.079039
-7.445617,62.078717
-7.442698,62.078717
-7.441497,62.080003
-7.441153,62.080968
-7.438234,62.082093
-7.420034,62.093504
-7.42776,62.095754
-7.428447,62.097119
-7.430851,62.096959
-7.431366,62.097923
-7.431366,62.100252
-7.446132,62.0972
-7.458667,62.092138
